S/Transect,Quadra,SpCode,DKH,code,Base stems,Basal area (sq cm),Hmin,Hmax,CanDepth,Crwn D1,Crwn D2,CrwnDiam,slope,Soiltex,Elev (m),Trcov (%),Shcov (%),Hcov (%),Bare (%),CanArea =  ?r² ,CanArea     = ?D1D2/4 ,Diff,CanVol 
M1,M133,ACACBR,2,LMQ,M,3.14,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1,M,M,0.79,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1.2,M,M,1.13,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1,M,M,0.79,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1,M,M,0.79,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1,M,M,0.79,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1.6,,b,2.01,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1.3,M,M,1.33,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,4.9,,b,18.85,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,3.1,M,M,7.54,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,2.8,M,M,6.15,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,2.3,M,M,4.15,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1.1,M,M,0.95,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1.1,M,M,0.95,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1.4,M,M,1.54,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1.4,M,M,1.54,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1.5,M,M,1.77,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,2.3,M,M,4.15,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,2,M,M,3.14,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,2.1,MQ,M,3.46,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1.5,IQX,b,1.77,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1.5,X,b,1.77,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,2.2,M,M,3.80,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1.6,,b,2.01,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1.2,M,M,1.13,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1,M,M,0.79,,,,,,,,,,,,,,,,,
M1,M133,ACACME,11.5,,b,103.82,,,,,,,,,,,,,,,,,
M1,M133,ACACME,7.5,M,M,44.16,,,,,,,,,,,,,,,,,
M1,M133,ACACME,2.6,M,M,5.31,,,,,,,,,,,,,,,,,
M1,M133,ACACME,11.1,M,M,96.72,,,,,,,,,,,,,,,,,
M1,M133,ACACME,10.9,M,M,93.27,,,,,,,,,,,,,,,,,
M1,M133,ACACME,3.1,M,M,7.54,,,,,,,,,,,,,,,,,
M1,M133,ACACME,4.3,M,M,14.51,,,,,,,,,,,,,,,,,
M1,M133,ACACME,5.8,M,M,26.41,,,,,,,,,,,,,,,,,
M1,M133,ACACME,2.9,L,b,6.60,,,,,,,,,,,,,,,,,
M1,M133,ACACME,4.5,Q,b,15.90,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1.4,M,M,1.54,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,2.1,,b,3.46,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1.5,M,M,1.77,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1.9,M,M,2.83,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1.7,M,M,2.27,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1.8,,b,2.54,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1.2,M,M,1.13,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1.2,M,M,1.13,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,2.1,,b,3.46,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1.8,M,M,2.54,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1.2,M,M,1.13,,,,,,,,,,,,,,,,,
M1,M133,ACACME,16,IM,M,200.96,,,,,,,,,,,,,,,,,
M1,M133,ACACME,7.1,Q,b,39.57,,,,,,,,,,,,,,,,,
M1,M133,ACACME,11.8,M,M,109.30,,,,,,,,,,,,,,,,,
M1,M133,ACACME,3.6,M,M,10.17,,,,,,,,,,,,,,,,,
M1,M133,ACACME,5,M,M,19.63,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.8,,b,2.54,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.8,M,M,2.54,,,,,,,,,,,,,,,,,
M1,M134,ACACME,10.3,,b,83.28,,,,,,,,,,,,,,,,,
M1,M134,ACACME,5.7,M,M,25.50,,,,,,,,,,,,,,,,,
M1,M134,ACACME,5.9,M,M,27.33,,,,,,,,,,,,,,,,,
M1,M134,ACACME,4.6,M,M,16.61,,,,,,,,,,,,,,,,,
M1,M134,ACACME,7.6,M,M,45.34,,,,,,,,,,,,,,,,,
M1,M134,ACACME,7,M,M,38.47,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.9,MQ,M,2.83,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.6,Q,b,2.01,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.6,MQ,M,2.01,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.4,Q,b,1.54,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.3,Q,b,1.33,,,,,,,,,,,,,,,,,
M1,M134,ACACME,2.4,M,M,4.52,,,,,,,,,,,,,,,,,
M1,M134,ACACME,10.7,,b,89.87,,,,,,,,,,,,,,,,,
M1,M134,ACACME,6,M,M,28.26,,,,,,,,,,,,,,,,,
M1,M134,ACACME,9.2,M,M,66.44,,,,,,,,,,,,,,,,,
M1,M134,ACACME,4.4,M,M,15.20,,,,,,,,,,,,,,,,,
M1,M134,ACACME,6.2,M,M,30.18,,,,,,,,,,,,,,,,,
M1,M134,ACACME,3.3,M,M,8.55,,,,,,,,,,,,,,,,,
M1,M134,ACACME,3.4,M,M,9.07,,,,,,,,,,,,,,,,,
M1,M134,ACACME,4.5,M,M,15.90,,,,,,,,,,,,,,,,,
M1,M134,ACACME,5.5,M,M,23.75,,,,,,,,,,,,,,,,,
M1,M134,ACACME,9.3,M,M,67.89,,,,,,,,,,,,,,,,,
M1,M134,ACACME,8.9,M,M,62.18,,,,,,,,,,,,,,,,,
M1,M134,ACACME,11.4,,b,102.02,,,,,,,,,,,,,,,,,
M1,M134,ACACME,8.4,M,M,55.39,,,,,,,,,,,,,,,,,
M1,M134,ACACME,8.2,M,M,52.78,,,,,,,,,,,,,,,,,
M1,M134,ACACME,1.6,M,M,2.01,,,,,,,,,,,,,,,,,
M1,M134,ACACME,2,M,M,3.14,,,,,,,,,,,,,,,,,
M1,M134,ACACME,2.4,M,M,4.52,,,,,,,,,,,,,,,,,
M1,M134,ACACME,4.6,M,M,16.61,,,,,,,,,,,,,,,,,
M1,M134,ACACME,1.9,M,M,2.83,,,,,,,,,,,,,,,,,
M1,M134,ACACME,6.7,M,M,35.24,,,,,,,,,,,,,,,,,
M1,M134,ACACME,4.9,M,M,18.85,,,,,,,,,,,,,,,,,
M1,M134,ACACME,2.6,M,M,5.31,,,,,,,,,,,,,,,,,
M1,M134,ACACME,7.5,M,M,44.16,,,,,,,,,,,,,,,,,
M1,M134,ACACME,1.5,M,M,1.77,,,,,,,,,,,,,,,,,
M1,M134,ACACME,17,M,M,226.87,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.3,,b,1.33,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.2,M,M,1.13,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.3,M,M,1.33,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.6,M,M,2.01,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.8,,b,2.54,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.6,M,M,2.01,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.4,M,M,1.54,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.4,M,M,1.54,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.1,M,M,0.95,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.4,M,M,1.54,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.4,M,M,1.54,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,2,,b,3.14,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.6,M,M,2.01,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.4,M,M,1.54,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,2.6,MQ,M,5.31,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.2,Q,b,1.13,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.7,MQ,M,2.27,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.4,Q,b,1.54,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.4,Q,b,1.54,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.7,Q,b,2.27,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.3,Q,b,1.33,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.1,Q,b,0.95,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1,Q,b,0.79,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.2,Q,b,1.13,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.1,Q,b,0.95,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,2.3,MQ,M,4.15,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.4,Q,b,1.54,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.2,Q,b,1.13,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.1,Q,b,0.95,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.4,Q,b,1.54,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.1,Q,b,0.95,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,2,M,M,3.14,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.7,MQ,M,2.27,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.5,Q,b,1.77,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.9,Y,b,2.83,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.9,MQ,M,2.83,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.1,Q,b,0.95,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.1,Q,b,0.95,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.5,M,M,1.77,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.1,Q,b,0.95,,,,,,,,,,,,,,,,,
M1,M134,ACACME,9,IL,b,63.59,,,,,,,,,,,,,,,,,
M1,M134,ACACME,1.7,M,M,2.27,,,,,,,,,,,,,,,,,
M1,M134,ACACME,3.6,M,M,10.17,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,2,MQ,M,3.14,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.6,Q,b,2.01,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.1,Q,b,0.95,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.8,Q,b,2.54,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.6,Q,b,2.01,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.9,Q,b,2.83,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.4,Q,b,1.54,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.1,Q,b,0.95,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,3,MQ,M,7.07,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.5,Q,b,1.77,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.7,Q,b,2.27,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,2.8,Q,b,6.15,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.2,Q,b,1.13,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,2,Q,b,3.14,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.9,Q,b,2.83,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,2.8,Q,b,6.15,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.5,Q,b,1.77,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,2.1,Q,b,3.46,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,2.5,Q,b,4.91,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.4,Q,b,1.54,,,,,,,,,,,,,,,,,
M1,M134,ACACME,8.5,IM,M,56.72,,,,,,,,,,,,,,,,,
M1,M134,ACACME,6,XY,b,28.26,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,2.4,,b,4.52,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1,Q,b,0.79,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.4,Q,b,1.54,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.5,Q,b,1.77,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.2,Q,b,1.13,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.2,Q,b,1.13,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.7,Q,b,2.27,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,1.7,Q,b,2.27,,,,,,,,,,,,,,,,,
M1,M134,ACACME,6,LM,M,28.26,,,,,,,,,,,,,,,,,
M1,M134,ACACME,4,L,b,12.56,,,,,,,,,,,,,,,,,
M1,M134,ACACBR,2,M,M,3.14,,,,,,,,,,,,,,,,,
M1,M134,ACACME,5.8,,b,26.41,,,,,,,,,,,,,,,,,
M1,M134,ACACME,3.3,M,M,8.55,,,,,,,,,,,,,,,,,
M1,M134,ACACME,5.1,M,M,20.42,,,,,,,,,,,,,,,,,
M1,M134,ACACME,4.3,M,M,14.51,,,,,,,,,,,,,,,,,
M1,M134,ACACME,3,M,M,7.07,,,,,,,,,,,,,,,,,
M1,M134,ACACME,2.3,M,M,4.15,,,,,,,,,,,,,,,,,
M1,M134,ACACME,3.3,M,M,8.55,,,,,,,,,,,,,,,,,
M1,M134,ACACME,7.1,,b,39.57,,,,,,,,,,,,,,,,,
M1,M134,ACACME,6.9,M,M,37.37,,,,,,,,,,,,,,,,,
M1,M134,ACACME,5.3,M,M,22.05,,,,,,,,,,,,,,,,,
M1,M134,ACACME,1.5,M,M,1.77,,,,,,,,,,,,,,,,,
M1,M134,ACACME,6.5,M,M,33.17,,,,,,,,,,,,,,,,,
M1,M134,ACACME,4.3,M,M,14.51,,,,,,,,,,,,,,,,,
M1,M134,ACACME,8.8,,b,60.79,,,,,,,,,,,,,,,,,
M1,M134,ACACME,3.1,M,M,7.54,,,,,,,,,,,,,,,,,
M1,M134,ACACME,2.9,M,M,6.60,,,,,,,,,,,,,,,,,
M1,M134,ACACME,5.5,M,M,23.75,,,,,,,,,,,,,,,,,
M1,M134,ACACME,1.6,M,M,2.01,,,,,,,,,,,,,,,,,
M1,M134,ACACME,1.6,M,M,2.01,,,,,,,,,,,,,,,,,
M1,M134,ACACME,1.8,M,M,2.54,,,,,,,,,,,,,,,,,
M1,M134,ACACME,7.7,M,M,46.54,,,,,,,,,,,,,,,,,
M1,M134,ACACME,2.1,M,M,3.46,,,,,,,,,,,,,,,,,
M1,M134,ACACME,3.6,M,M,10.17,,,,,,,,,,,,,,,,,
M1,M134,ACACME,5.5,M,M,23.75,,,,,,,,,,,,,,,,,
M1,M134,ACACME,4.8,I,b,18.09,,,,,,,,,,,,,,,,,
M1,M134,ACACME,6.6,M,M,34.19,,,,,,,,,,,,,,,,,
M1,M134,ACACME,6.6,M,M,34.19,,,,,,,,,,,,,,,,,
M1,M134,ACACME,10.1,,b,80.08,,,,,,,,,,,,,,,,,
M1,M134,ACACME,4.7,M,M,17.34,,,,,,,,,,,,,,,,,
M1,M134,ACACME,8.3,M,M,54.08,,,,,,,,,,,,,,,,,
M1,M134,ACACME,6.8,M,M,36.30,,,,,,,,,,,,,,,,,
M1,M134,ACACME,6.3,M,M,31.16,,,,,,,,,,,,,,,,,
M1,M134,ACACME,7.1,M,M,39.57,,,,,,,,,,,,,,,,,
M1,M134,ACACME,2.8,M,M,6.15,,,,,,,,,,,,,,,,,
M1,M134,ACACME,4.1,M,M,13.20,,,,,,,,,,,,,,,,,
M1,M134,ACACME,1.9,M,M,2.83,,,,,,,,,,,,,,,,,
M1,M134,ACACME,8,M,M,50.24,,,,,,,,,,,,,,,,,
M1,M134,ACACME,13.3,,b,138.86,,,,,,,,,,,,,,,,,
M1,M134,ACACME,3.3,M,M,8.55,,,,,,,,,,,,,,,,,
M1,M134,ACACME,2.1,M,M,3.46,,,,,,,,,,,,,,,,,
M1,M134,ACACME,8.2,M,M,52.78,,,,,,,,,,,,,,,,,
M1,M134,ACACME,5.6,M,M,24.62,,,,,,,,,,,,,,,,,
M1,M134,ACACME,3.1,M,M,7.54,,,,,,,,,,,,,,,,,
M1,M134,ACACME,4.7,,b,17.34,,,,,,,,,,,,,,,,,
M1,M134,ACACME,3.5,M,M,9.62,,,,,,,,,,,,,,,,,
M1,M134,ACACME,1.4,M,M,1.54,,,,,,,,,,,,,,,,,
M1,M135,ACACME,7.6,,b,45.34,,,,,,,,,,,,,,,,,
M1,M135,ACACME,6.7,M,M,35.24,,,,,,,,,,,,,,,,,
M1,M135,ACACME,6.2,M,M,30.18,,,,,,,,,,,,,,,,,
M1,M135,ACACME,2.8,M,M,6.15,,,,,,,,,,,,,,,,,
M1,M135,ACACME,3.2,M,M,8.04,,,,,,,,,,,,,,,,,
M1,M135,ACACME,4.9,M,M,18.85,,,,,,,,,,,,,,,,,
M1,M135,ACACME,1.2,M,M,1.13,,,,,,,,,,,,,,,,,
M1,M135,ACACME,1.5,M,M,1.77,,,,,,,,,,,,,,,,,
M1,M135,ACACME,1.5,L,b,1.77,,,,,,,,,,,,,,,,,
M1,M135,ACACME,5.6,M,M,24.62,,,,,,,,,,,,,,,,,
M1,M135,ACACME,1.7,M,M,2.27,,,,,,,,,,,,,,,,,
M1,M135,ACACME,3.3,M,M,8.55,,,,,,,,,,,,,,,,,
M1,M135,ACACME,12.5,,b,122.66,,,,,,,,,,,,,,,,,
M1,M135,ACACME,9.4,M,M,69.36,,,,,,,,,,,,,,,,,
M1,M135,ACACME,9.1,M,M,65.01,,,,,,,,,,,,,,,,,
M1,M135,ACACME,5.9,M,M,27.33,,,,,,,,,,,,,,,,,
M1,M135,ACACME,12.3,M,M,118.76,,,,,,,,,,,,,,,,,
M1,M135,ACACME,7.5,M,M,44.16,,,,,,,,,,,,,,,,,
M1,M135,ACACME,6.5,M,M,33.17,,,,,,,,,,,,,,,,,
M1,M135,ACACME,3.6,M,M,10.17,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2.4,MQ,M,4.52,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2,Q,b,3.14,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2,Q,b,3.14,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2.8,MQ,M,6.15,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2.2,Q,b,3.80,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2,IQ,b,3.14,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2,Q,b,3.14,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2,Q,b,3.14,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2.4,Q,b,4.52,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2.8,LM,M,6.15,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2.7,M,M,5.72,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2.3,Q,b,4.15,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2.3,MQ,M,4.15,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2,Q,b,3.14,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2,Q,b,3.14,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2.1,Q,b,3.46,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,3.1,MQ,M,7.54,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,3,IQ,b,7.07,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2.9,Q,b,6.60,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2.2,Q,b,3.80,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2,Q,b,3.14,,,,,,,,,,,,,,,,,
M1,M136,ACACME,8.5,,b,56.72,,,,,,,,,,,,,,,,,
M1,M136,ACACME,6.8,M,M,36.30,,,,,,,,,,,,,,,,,
M1,M136,ACACME,4.8,M,M,18.09,,,,,,,,,,,,,,,,,
M1,M136,ACACME,13.3,,b,138.86,,,,,,,,,,,,,,,,,
M1,M136,ACACME,5.7,M,M,25.50,,,,,,,,,,,,,,,,,
M1,M136,ACACME,5.1,LX,b,20.42,,,,,,,,,,,,,,,,,
M1,M136,ACACME,7.9,M,M,48.99,,,,,,,,,,,,,,,,,
M1,M136,ACACME,10.2,I,b,81.67,,,,,,,,,,,,,,,,,
M1,M136,ACACME,11.2,I,b,98.47,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2.6,,b,5.31,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2.5,M,M,4.91,,,,,,,,,,,,,,,,,
M1,M136,ACACME,9.1,,b,65.01,,,,,,,,,,,,,,,,,
M1,M136,ACACME,8.9,IL,b,62.18,,,,,,,,,,,,,,,,,
M1,M136,ACACME,3.5,M,M,9.62,,,,,,,,,,,,,,,,,
M1,M136,ACACME,2.3,M,M,4.15,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2,Q,b,3.14,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2.8,Q,b,6.15,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,3,IQ,b,7.07,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2.7,MQ,M,5.72,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2.5,Q,b,4.91,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2.2,Q,b,3.80,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2.4,IMQ,M,4.52,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2.3,Q,b,4.15,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2.3,Q,b,4.15,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2,Q,b,3.14,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2,Q,b,3.14,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2.3,I,b,4.15,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,3.1,ILMP,M,7.54,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2,Q,b,3.14,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2.9,Q,b,6.60,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2,Q,b,3.14,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2,Q,b,3.14,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2.8,Q,b,6.15,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2.4,DQ,b,4.52,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,3.4,ILMQ,M,9.07,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2.4,Q,b,4.52,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2.6,Q,b,5.31,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2.7,IQ,b,5.72,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2,D,b,3.14,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2.3,LM,M,4.15,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2.2,M,M,3.80,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2,M,M,3.14,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2,M,M,3.14,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2.7,MQ,M,5.72,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2,Q,b,3.14,,,,,,,,,,,,,,,,,
M1,M136,ACACBR,2,Q,b,3.14,,,,,,,,,,,,,,,,,
M1,M137,ACACBR,2,Q,b,3.14,,,,,,,,,,,,,,,,,
M1,M137,ACACME,5.5,,b,23.75,,,,,,,,,,,,,,,,,
M1,M137,ACACME,4.7,M,M,17.34,,,,,,,,,,,,,,,,,
M1,M137,ACACME,4.7,L,b,17.34,,,,,,,,,,,,,,,,,
M1,M137,ACACME,4.4,M,M,15.20,,,,,,,,,,,,,,,,,
M1,M137,ACACME,3.5,M,M,9.62,,,,,,,,,,,,,,,,,
M1,M137,ACACME,4.5,M,M,15.90,,,,,,,,,,,,,,,,,
M1,M137,ACACME,5.3,M,M,22.05,,,,,,,,,,,,,,,,,
M1,M137,ACACME,3.9,M,M,11.94,,,,,,,,,,,,,,,,,
M1,M137,ACACME,7.2,,b,40.69,,,,,,,,,,,,,,,,,
M1,M137,ACACME,3.7,M,M,10.75,,,,,,,,,,,,,,,,,
M1,M137,ACACME,5.4,M,M,22.89,,,,,,,,,,,,,,,,,
M1,M137,ACACME,4.1,,b,13.20,,,,,,,,,,,,,,,,,
M1,M137,ACACME,3,M,M,7.07,,,,,,,,,,,,,,,,,
M1,M137,ACACME,5,M,M,19.63,,,,,,,,,,,,,,,,,
M1,M137,ACACME,3.4,IM,M,9.07,,,,,,,,,,,,,,,,,
M1,M137,ACACME,2.7,M,M,5.72,,,,,,,,,,,,,,,,,
M1,M137,ACACME,7.8,,b,47.76,,,,,,,,,,,,,,,,,
M1,M137,ACACME,6.8,M,M,36.30,,,,,,,,,,,,,,,,,
M1,M137,ACACME,3.8,,b,11.34,,,,,,,,,,,,,,,,,
M1,M137,ACACME,3.2,M,M,8.04,,,,,,,,,,,,,,,,,
M1,M137,ACACME,2.5,I,b,4.91,,,,,,,,,,,,,,,,,
M1,M137,ACACME,5.7,IM,M,25.50,,,,,,,,,,,,,,,,,
M1,M137,ACACME,3.4,M,M,9.07,,,,,,,,,,,,,,,,,
M1,M137,ACACME,2.3,M,M,4.15,,,,,,,,,,,,,,,,,
M1,M137,ACACME,3.8,,b,11.34,,,,,,,,,,,,,,,,,
M1,M137,ACACME,3.3,M,M,8.55,,,,,,,,,,,,,,,,,
M1,M137,ACACME,2.6,M,M,5.31,,,,,,,,,,,,,,,,,
M1,M137,ACACME,3.1,M,M,7.54,,,,,,,,,,,,,,,,,
M1,M137,ACACME,3.1,M,M,7.54,,,,,,,,,,,,,,,,,
M1,M137,ACACME,3,L,b,7.07,,,,,,,,,,,,,,,,,
M1,M137,ACACME,15.7,IMQ,M,193.49,,,,,,,,,,,,,,,,,
M1,M137,ACACME,14.1,Q,b,156.07,,,,,,,,,,,,,,,,,
M1,M137,ACACME,7.7,,b,46.54,,,,,,,,,,,,,,,,,
M1,M137,ACACME,3,M,M,7.07,,,,,,,,,,,,,,,,,
M1,M137,ACACME,5.3,I,b,22.05,,,,,,,,,,,,,,,,,
M1,M137,ACACME,4.1,M,M,13.20,,,,,,,,,,,,,,,,,
M1,M137,ACACME,3.4,M,M,9.07,,,,,,,,,,,,,,,,,
M1,M137,ACACME,4.2,,b,13.85,,,,,,,,,,,,,,,,,
M1,M137,ACACME,3.1,M,M,7.54,,,,,,,,,,,,,,,,,
M1,M137,ACACME,2.2,M,M,3.80,,,,,,,,,,,,,,,,,
