Acacia etbaica biomas (y=53.506x -103.47 ; r2 = 0.68),,,,,,,,,,,,,,
S/Transect,Quadra,SpCode,DKH,code,branches,Basal area (sq cm),Hmin,Hmax,CanDepth,CrwnDiam,slope,CanArea     = ?D1D2/4 ,CanVol ,Biomass
M2,M225,ACACET,1,,b,0.785,0.8,1.92,1.12,1.67,1,2.19,1.63,-49.964
M2,M225,ACACET,7.5,M,M,44.15625,0.9,2.7,1.8,2.45,1,4.71,5.65,297.825
M2,M225,ACACET,7,M,M,38.465,0.7,2.86,2.16,2.42,1,4.6,6.62,271.072
M2,M225,ACACET,2.4,,b,4.5216,0.7,2.86,2.16,2.42,1,4.6,6.62,24.9444
M2,M225,ACACET,4.7,M,M,17.34065,0.8,2.48,1.68,2.62,1,5.38,6.03,148.0082
M2,M225,ACACET,4.7,M,M,17.34065,0.8,2.48,1.68,2.62,1,5.38,6.03,148.0082
M2,M225,ACACET,6.2,M,M,30.1754,1.1,2.72,1.62,2.29,1,3.86,4.17,228.2672
M2,M225,ACACET,5.2,M,M,21.2264,1.1,2.72,1.62,2.29,1,3.86,4.17,174.7612
M2,M225,ACACET,3.8,M,M,11.3354,0.6,1.4,0.8,0.5,1,0.19,0.1,99.8528
M2,M225,ACACET,1.4,M,M,1.5386,0.6,1.4,0.8,0.7,1,0.38,0.2,-28.5616
M2,M225,ACACET,8.5,M,M,56.71625,0.7,4.4,3.7,4.82,1,18.23,44.98,351.331
M2,M225,ACACET,5.1,M,M,20.41785,0.7,4.4,3.7,4.82,1,18.23,44.98,169.4106
M2,M225,ACACET,6.9,M,M,37.37385,0.7,4.4,3.7,4.82,1,18.23,44.98,265.7214
M2,M225,ACACET,5.4,,b,22.8906,0.7,4.4,3.7,4.82,1,18.23,44.98,185.4624
M2,M225,ACACET,8.9,M,M,62.17985,0.7,4.4,3.7,4.82,1,18.23,44.98,372.7334
M2,M225,ACACET,4.8,,b,18.0864,0.7,4.4,3.7,4.82,1,18.23,44.98,153.3588
M2,M225,ACACET,5.2,,b,21.2264,0.7,4.4,3.7,4.82,1,18.23,44.98,174.7612
M2,M225,ACACET,3.7,,b,10.74665,0.7,4.4,3.7,4.82,1,18.23,44.98,94.5022
M2,M225,ACACET,8.4,M,M,55.3896,0.7,4.4,3.7,4.82,1,18.23,44.98,345.9804
M2,M225,ACACET,4.8,,b,18.0864,0.7,4.4,3.7,4.82,1,18.23,44.98,153.3588
M2,M225,ACACET,1.2,,b,1.1304,0.7,4.4,3.7,4.82,1,18.23,44.98,-39.2628
M2,M225,ACACET,5,,b,19.625,0.7,4.4,3.7,4.82,1,18.23,44.98,164.06
M2,M225,ACACET,3.9,,b,11.93985,0.7,4.4,3.7,4.82,1,18.23,44.98,105.2034
M2,M225,ACACET,4,,b,12.56,0.7,4.4,3.7,4.82,1,18.23,44.98,110.554
M2,M225,ACACET,4.1,,b,13.19585,0.7,4.4,3.7,4.82,1,18.23,44.98,115.9046
M2,M225,ACACET,2,,b,3.14,0.7,4.4,3.7,4.82,1,18.23,44.98,3.542
M2,M225,ACACET,2.2,,b,3.7994,0.7,4.4,3.7,4.82,1,18.23,44.98,14.2432
M2,M225,ACACET,1.3,,b,1.32665,0.7,4.4,3.7,4.82,1,18.23,44.98,-33.9122
M2,M225,ACACET,3.3,,b,8.54865,0.7,4.4,3.7,4.82,1,18.23,44.98,73.0998
M2,M225,ACACET,5.6,M,M,24.6176,0.8,3.72,2.92,4.44,1,15.36,29.91,196.1636
M2,M225,ACACET,4.7,,b,17.34065,0.8,3.72,2.92,4.44,1,15.36,29.91,148.0082
M2,M225,ACACET,4.6,,b,16.6106,0.8,3.72,2.92,4.44,1,15.36,29.91,142.6576
M2,M225,ACACET,4,M,M,12.56,0.8,3.72,2.92,4.44,1,15.36,29.91,110.554
M2,M225,ACACET,13.6,M,M,145.1936,0.8,3.72,2.92,4.44,1,15.36,29.91,624.2116
M2,M225,ACACET,6.4,,b,32.1536,0.8,3.72,2.92,4.44,1,15.36,29.91,238.9684
M2,M225,ACACET,7.5,,b,44.15625,0.8,3.72,2.92,4.44,1,15.36,29.91,297.825
M2,M225,ACACET,6.4,,b,32.1536,0.8,3.72,2.92,4.44,1,15.36,29.91,238.9684
M2,M225,ACACET,6.6,,b,34.1946,0.8,3.72,2.92,4.44,1,15.36,29.91,249.6696
M2,M225,ACACET,5.8,M,M,26.4074,0.8,3.72,2.92,4.44,1,15.36,29.91,206.8648
M2,M226,ACACET,8.9,M,M,62.17985,0.6,2.15,1.55,2.6,2,5.3,5.48,372.7334
M2,M226,ACACET,8.1,M,M,51.50385,0.7,3.91,3.21,2.91,2,6.64,14.22,329.9286
M2,M226,ACACET,7.6,M,M,45.3416,0.7,3.91,3.21,2.76,2,5.97,12.78,303.1756
M2,M226,ACACET,6.3,M,M,31.15665,0.7,3.91,3.21,2.76,2,5.97,12.78,233.6178
M2,M226,ACACET,14.7,M,M,169.63065,0.7,3.37,2.67,2.34,2,4.26,7.58,683.0682
M2,M226,ACACET,1.9,M,M,2.83385,0.7,1.61,0.91,1.35,2,1.43,0.87,-1.8086
M2,M226,ACACET,21.5,M,M,362.86625,0.9,4.22,3.32,4.09,2,13.07,28.94,1046.909
M3,M301,ACACET,2.9,M,M,6.60185,0.8,2.33,1.53,1.4,2,1.52,1.55,51.6974
M3,M301,ACACET,51,M,M,2041.785,0.6,1.62,1.02,1.88,2,2.64,1.79,2625.336
M3,M301,ACACET,21.8,M,M,373.0634,2.38,5.72,3.34,5,2,19.63,43.7,1062.9608
M3,M302,ACACET,6,M,M,28.26,0.67,2.34,1.67,1.34,2,1.4,1.56,217.566
M3,M302,ACACET,14.6,M,M,167.3306,1.26,4.01,2.75,4.25,2,14.16,25.96,677.7176
M3,M302,ACACET,2.6,M,M,5.3066,0.84,1.54,0.7,0.94,2,0.62,0.29,35.6456
M3,M302,ACACET,2,,b,3.14,0.84,1.54,0.7,0.94,2,0.62,0.29,3.542
M3,M302,ACACET,8.9,M,M,62.17985,1.1,3.44,2.34,2.84,2,6.19,9.65,372.7334
M3,M302,ACACET,3.3,,b,8.54865,1.1,3.44,2.34,2.84,2,6.19,9.65,73.0998
M3,M302,ACACET,11,M,M,94.985,0.75,2.77,2.02,2.1,2,3.46,4.66,485.096
M3,M302,ACACET,16.6,M,M,216.3146,1.38,5.12,3.74,4.6,2,16.6,41.4,784.7296
M3,M302,ACACET,12.5,,b,122.65625,1.38,5.12,3.74,4.6,2,16.6,41.4,565.355
M3,M302,ACACET,16.2,M,M,206.0154,1.76,4.45,2.69,3.05,2,7.14,12.81,763.3272
M3,M302,ACACET,12,M,M,113.04,1.3,4.68,3.38,4.5,2,15.83,35.66,538.602
M3,M302,ACACET,9.6,,b,72.3456,1.3,4.68,3.38,4.5,2,15.83,35.66,410.1876
M3,M302,ACACET,4.4,M,M,15.1976,0.2,0.71,0.51,0.2,2,0.03,0.01,131.9564
M3,M302,ACACET,2.5,,b,4.90625,0.67,2.34,1.67,1.34,2,1.4,1.56,30.295
M3,M302,ACACET,1.2,,b,1.1304,0.67,2.34,1.67,1.34,2,1.4,1.56,-39.2628
M3,M302,ACACET,4.9,M,M,18.84785,0.59,2.15,1.56,1.3,2,1.28,1.33,158.7094
M3,M302,ACACET,7.1,M,M,39.57185,1.07,3.27,2.2,2.16,2,3.59,5.26,276.4226
M3,M302,ACACET,3.3,,b,8.54865,1.07,3.27,2.2,2.16,2,3.59,5.26,73.0998
M3,M303,ACACET,10,M,M,78.5,0.78,3.44,2.66,3.9,2,11.93,21.16,431.59
M3,M303,ACACET,7.9,,b,48.99185,0.78,3.44,2.66,3.9,2,11.93,21.16,319.2274
M3,M303,ACACET,8.5,,b,56.71625,0.78,3.44,2.66,3.9,2,11.93,21.16,351.331
M3,M303,ACACET,9.6,M,M,72.3456,1,2.95,1.95,2.05,2,3.28,4.26,410.1876
M3,M303,ACACET,10.2,M,M,81.6714,0.75,3.5,2.75,2.17,2,3.7,6.78,442.2912
M3,M303,ACACET,4.8,,b,18.0864,0.75,3.5,2.75,2.17,2,3.7,6.78,153.3588
M3,M303,ACACET,2,,b,3.14,0.75,3.5,2.75,2.17,2,3.7,6.78,3.542
M3,M303,ACACET,11.4,M,M,102.0186,1.09,3.51,2.42,3.2,2,8.01,12.92,506.4984
M3,M303,ACACET,9.7,,b,73.86065,1.09,3.51,2.42,3.2,2,8.01,12.92,415.5382
M3,M303,ACACET,4.5,,b,15.89625,1.09,3.51,2.42,3.2,2,8.01,12.92,137.307
M3,M303,ACACET,7.3,,b,41.83265,1.09,3.51,2.42,3.2,2,8.01,12.92,287.1238
M3,M303,ACACET,5.6,M,M,24.6176,1.2,3.78,2.58,2,2,3.13,5.39,196.1636
M3,M303,ACACET,16.7,M,M,218.92865,1.23,3.64,2.41,5.8,2,26.34,42.31,790.0802
M3,M303,ACACET,7.6,,b,45.3416,1.23,3.64,2.41,5.8,2,26.34,42.31,303.1756
M3,M303,ACACET,7,M,M,38.465,0.78,3.71,2.93,1.78,2,2.39,4.67,271.072
M3,M303,ACACET,10.1,M,M,80.07785,0.66,4.2,3.54,4.58,2,16.46,38.85,436.9406
M3,M303,ACACET,9.9,,b,76.93785,0.66,4.2,3.54,4.58,2,16.46,38.85,426.2394
M3,M303,ACACET,11.9,M,M,111.16385,1.2,3.37,2.17,3.61,2,10.03,14.5,533.2514
M3,M303,ACACET,10.5,,b,86.54625,1.2,3.37,2.17,3.61,2,10.03,14.5,458.343
M3,M303,ACACET,13.1,M,M,134.71385,1.16,3.34,2.18,3.7,2,10.68,15.52,597.4586
M3,M303,ACACET,4.2,,b,13.8474,1.16,3.34,2.18,3.7,2,10.68,15.52,121.2552
M3,M303,ACACET,8.8,,b,60.7904,1.16,3.34,2.18,3.7,2,10.68,15.52,367.3828
M3,M303,ACACET,8.9,M,M,62.17985,0.73,3.18,2.45,2.75,2,5.84,9.54,372.7334
M3,M303,ACACET,15.2,M,M,181.3664,1,3.78,2.78,4.15,2,13.47,24.97,709.8212
M3,M303,ACACET,14.9,M,M,174.27785,1.26,4.42,3.16,3.7,2,10.74,22.62,693.7694
M3,M303,ACACET,21.5,M,M,362.86625,1.19,3.66,2.47,2.6,2,5.3,8.73,1046.909
M3,M303,ACACET,7.4,M,M,42.9866,0.8,2.64,1.84,2.95,2,6.67,8.18,292.4744
M3,M303,ACACET,5.2,,b,21.2264,0.8,2.64,1.84,2.95,2,6.67,8.18,174.7612
M3,M303,ACACET,5.9,,b,27.32585,0.8,2.64,1.84,2.95,2,6.67,8.18,212.2154
M3,M303,ACACET,6.6,,b,34.1946,0.8,2.64,1.84,2.95,2,6.67,8.18,249.6696
M3,M303,ACACET,5.1,M,M,20.41785,0.6,2.2,1.6,2.2,2,3.3,3.52,169.4106
M3,M303,ACACET,5.2,,b,21.2264,0.6,2.2,1.6,2.2,2,3.3,3.52,174.7612
M3,M303,ACACET,3.6,M,M,10.1736,0.26,0.82,0.56,0.58,2,0.26,0.1,89.1516
M3,M303,ACACET,1.3,,b,1.32665,0.26,0.82,0.56,0.58,2,0.26,0.1,-33.9122
M3,M303,ACACET,7.7,M,M,46.54265,1.09,1.29,0.2,2.11,2,3.49,0.46,308.5262
M3,M304,ACACET,5.2,M,M,21.2264,1.06,1.29,0.23,1.2,2,1.12,0.17,174.7612
M3,M304,ACACET,4.6,,b,16.6106,1.06,1.29,0.23,1.2,2,1.12,0.17,142.6576
M3,M304,ACACET,5.6,M,M,24.6176,1.06,1.44,0.38,1.19,2,1.1,0.28,196.1636
M3,M304,ACACET,3.4,,b,9.0746,1.06,1.44,0.38,1.19,2,1.1,0.28,78.4504
M3,M304,ACACET,10.7,M,M,89.87465,0.7,2.46,1.76,1.95,2,2.94,3.44,469.0442
M3,M304,ACACET,8.7,M,M,59.41665,0.9,2.19,1.29,1.41,2,1.5,1.29,362.0322
M3,M304,ACACET,7.7,,b,46.54265,0.9,2.19,1.29,1.41,2,1.5,1.29,308.5262
M3,M304,ACACET,5.8,,b,26.4074,0.9,2.19,1.29,1.41,2,1.5,1.29,206.8648
M3,M304,ACACET,12.3,M,M,118.76265,0.9,3.69,2.79,3.3,2,8.52,15.84,554.6538
M3,M304,ACACET,8.4,M,M,55.3896,1.52,1.8,0.28,1.2,2,1.13,0.21,345.9804
M3,M305,ACACET,7.6,M,M,45.3416,1.1,2.5,1.4,1.96,2,2.98,2.78,303.1756
M3,M305,ACACET,3.4,,b,9.0746,1.1,2.5,1.4,1.96,2,2.98,2.78,78.4504
M3,M305,ACACET,2.7,M,M,5.72265,0.58,1.71,1.13,2.46,2,4.74,3.57,40.9962
M3,M305,ACACET,2.1,,b,3.46185,0.58,1.71,1.13,2.46,2,4.74,3.57,8.8926
M3,M305,ACACET,4.5,M,M,15.89625,1.04,2.73,1.69,2.36,2,4.37,4.93,137.307
M3,M305,ACACET,11,M,M,94.985,1,3.78,2.78,2.36,2,4.37,8.1,485.096
M3,M305,ACACET,6,M,M,28.26,0.9,2.18,1.28,2.29,2,4.07,3.47,217.566
M3,M305,ACACET,1.1,,b,0.94985,0.9,2.18,1.28,2.29,2,4.07,3.47,-44.6134
M3,M305,ACACET,2.4,M,M,4.5216,0.5,1.38,0.88,1.2,2,1,0.59,24.9444
M3,M305,ACACET,2.5,M,M,4.90625,1.1,2.44,1.34,1.12,2,0.93,0.83,30.295
M3,M305,ACACET,1.1,,b,0.94985,1.1,2.44,1.34,1.12,2,0.93,0.83,-44.6134
M3,M305,ACACET,3.5,M,M,9.61625,1.3,2.3,1,0.41,2,0.13,0.09,83.801
M3,M305,ACACET,2.2,M,M,3.7994,1,2.95,1.95,1.28,2,1.26,1.64,14.2432
M3,M305,ACACET,1.3,,b,1.32665,1,2.95,1.95,1.28,2,1.26,1.64,-33.9122
M3,M305,ACACET,6.7,M,M,35.23865,1.85,3.3,1.45,1.56,2,1.33,1.29,255.0202
M3,M305,ACACET,7.8,M,M,47.7594,1.35,4.1,2.75,1.76,2,2.43,4.45,313.8768
M3,M305,ACACET,7.3,M,M,41.83265,0.83,3.55,2.72,1.31,2,1.34,2.42,287.1238
M3,M305,ACACET,6.6,M,M,34.1946,1.31,3.65,2.34,2.36,2,4.37,6.82,249.6696
M3,M305,ACACET,11.5,M,M,103.81625,0.9,3.92,3.02,2.87,2,6.41,12.9,511.849
M3,M305,ACACET,9.2,M,M,66.4424,1.1,4.21,3.11,1.95,2,2.89,6,388.7852
M3,M305,ACACET,17.1,M,M,229.54185,0.9,3.4,2.5,3.11,2,7.06,11.77,811.4826
M3,M305,ACACET,1.6,M,M,2.0096,0.4,1.22,0.82,0.9,2,0.63,0.34,-17.8604
M3,M305,ACACET,1,,b,0.785,0.4,1.22,0.82,0.9,2,0.63,0.34,-49.964
M3,M305,ACACET,3.8,M,M,11.3354,0.6,1.69,1.09,1.6,2,1.81,1.32,99.8528
M3,M305,ACACET,5.9,M,M,27.32585,0.47,2.33,1.86,2.05,2,3.3,4.09,212.2154
M3,M305,ACACET,4.2,,b,13.8474,0.47,2.33,1.86,2.05,2,3.3,4.09,121.2552
M3,M305,ACACET,3.8,,b,11.3354,0.47,2.33,1.86,2.05,2,3.3,4.09,99.8528
M3,M305,ACACET,11.9,M,M,111.16385,0.8,2.54,1.74,3.5,2,9.58,11.12,533.2514
M3,M305,ACACET,8.1,,b,51.50385,0.8,2.54,1.74,3.5,2,9.58,11.12,329.9286
M3,M305,ACACET,3.9,,b,11.93985,0.8,2.54,1.74,3.5,2,9.58,11.12,105.2034
M3,M306,ACACET,8,M,M,50.24,1.1,3.41,2.31,2.3,1,4.15,6.39,324.578
M3,M306,ACACET,3,,b,7.065,1.1,3.41,2.31,2.3,1,4.15,6.39,57.048
M3,M306,ACACET,14.7,M,M,169.63065,0.9,3.76,2.86,4.1,1,13,24.79,683.0682
M3,M306,ACACET,8.7,,b,59.41665,0.9,3.76,2.86,4.1,1,13,24.79,362.0322
M3,M306,ACACET,1.7,,b,2.26865,0.9,3.76,2.86,4.1,1,13,24.79,-12.5098
M3,M306,ACACET,11.9,M,M,111.16385,0.77,2.95,2.18,4.25,1,14.16,20.58,533.2514
M3,M307,ACACET,12.7,M,M,126.61265,0.75,2.93,2.18,2.92,1,6.15,8.94,576.0562
M3,M307,ACACET,12.3,,b,118.76265,0.75,2.93,2.18,2.92,1,6.15,8.94,554.6538
M3,M307,ACACET,7,,b,38.465,0.75,2.93,2.18,2.92,1,6.15,8.94,271.072
M3,M307,ACACET,6.3,M,M,31.15665,0.75,1.97,1.22,2,1,3.13,2.55,233.6178
M3,M307,ACACET,6.2,,b,30.1754,0.75,1.97,1.22,2,1,3.13,2.55,228.2672
M3,M307,ACACET,2.5,M,M,4.90625,0.44,1.53,1.09,0.73,1,0.41,0.3,30.295
M3,M307,ACACET,4.5,M,M,15.89625,0.67,1.92,1.25,1.41,1,1.55,1.29,137.307
M3,M307,ACACET,13.5,M,M,143.06625,0.8,3.65,2.85,3.3,1,8.52,16.18,618.861
M3,M307,ACACET,8.5,,b,56.71625,0.8,3.65,2.85,3.3,1,8.52,16.18,351.331
M3,M307,ACACET,6.5,,b,33.16625,0.8,3.65,2.85,3.3,1,8.52,16.18,244.319
M3,M307,ACACET,11,M,M,94.985,1.9,4.54,2.64,2.78,1,5.71,10.06,485.096
M3,M307,ACACET,6.4,M,M,32.1536,0.9,2.38,1.48,2.65,1,5.06,4.99,238.9684
M3,M307,ACACET,19.2,M,M,289.3824,1.2,5.31,4.11,4.6,1,16.58,45.43,923.8452
M3,M307,ACACET,16.2,M,M,206.0154,1.1,3.67,2.57,3.6,1,10.17,17.42,763.3272
M3,M307,ACACET,14.2,M,M,158.2874,1.61,4.96,3.35,4.8,1,18.06,40.32,656.3152
M3,M307,ACACET,10.8,,b,91.5624,1.61,4.96,3.35,4.8,1,18.06,40.32,474.3948
M3,M308,ACACET,8.4,M,M,55.3896,1,2.85,1.85,3.22,2,7.71,9.51,345.9804
M3,M308,ACACET,12.8,M,M,128.6144,1.3,4.26,2.96,4.39,2,14.93,29.47,581.4068
M3,M308,ACACET,12,M,M,113.04,1.25,3.8,2.55,4.12,2,12.76,21.69,538.602
M3,M308,ACACET,4.6,M,M,16.6106,0.85,2.45,1.6,2.02,2,3.19,3.4,142.6576
M3,M308,ACACET,7,M,M,38.465,0.95,2.76,1.81,1.38,2,1.47,1.77,271.072
M3,M308,ACACET,5.2,,b,21.2264,0.95,2.76,1.81,1.38,2,1.47,1.77,174.7612
M3,M308,ACACET,5.4,,b,22.8906,0.95,2.76,1.81,1.38,2,1.47,1.77,185.4624
M3,M308,ACACET,5.6,M,M,24.6176,0.6,2.9,2.3,2.07,2,3.33,5.11,196.1636
M3,M308,ACACET,1.5,,b,1.76625,0.6,2.9,2.3,2.07,2,3.33,5.11,-23.211
M3,M308,ACACET,3,M,M,7.065,0.85,3.13,2.28,1.67,2,2.16,3.29,57.048
M3,M308,ACACET,2.7,,b,5.72265,0.85,3.13,2.28,1.67,2,2.16,3.29,40.9962
M3,M308,ACACET,8.7,M,M,59.41665,1.1,3.21,2.11,2.55,2,4.99,7.02,362.0322
M3,M308,ACACET,8.2,M,M,52.7834,0.7,2.14,1.44,2.15,2,3.62,3.48,335.2792
M3,M308,ACACET,6.7,,b,35.23865,0.7,2.14,1.44,2.15,2,3.62,3.48,255.0202
M3,M308,ACACET,8.5,M,M,56.71625,1.32,3.18,1.86,2.17,2,3.68,4.56,351.331
M3,M308,ACACET,8.4,M,M,55.3896,1.1,2.56,1.46,2.01,2,3.15,3.06,345.9804
M3,M308,ACACET,1.2,M,M,1.1304,0.05,0.55,0.5,0.85,2,0.57,0.19,-39.2628
M3,M308,ACACET,9,M,M,63.585,1,3.64,2.64,2.58,2,5,8.79,378.084
M3,M308,ACACET,2.5,,b,4.90625,1,3.64,2.64,2.58,2,5,8.79,30.295
M3,M308,ACACET,8.2,M,M,52.7834,0.75,3.55,2.8,2.29,2,4.1,7.65,335.2792
M3,M308,ACACET,6.6,M,M,34.1946,0.9,2.8,1.9,2.45,2,4.47,5.66,249.6696
M3,M308,ACACET,5.7,,b,25.50465,0.9,2.8,1.9,2.45,2,4.47,5.66,201.5142
M3,M308,ACACET,4.2,M,M,13.8474,0.7,2.15,1.45,2.19,2,3.56,3.44,121.2552
M3,M308,ACACET,5.8,M,M,26.4074,0.5,2.55,2.05,1.93,2,2.83,3.86,206.8648
M3,M308,ACACET,1.9,,b,2.83385,0.5,2.55,2.05,1.93,2,2.83,3.86,-1.8086
M3,M308,ACACET,3.6,M,M,10.1736,0.76,2.15,1.39,1.88,2,2.63,2.44,89.1516
M3,M308,ACACET,4,M,M,12.56,0.6,1.65,1.05,1.79,2,2.5,1.75,110.554
M3,M308,ACACET,1.8,M,M,2.5434,0.95,1.85,0.9,1.33,2,1.35,0.81,-7.1592
M3,M308,ACACET,1.2,,b,1.1304,0.95,1.85,0.9,1.33,2,1.35,0.81,-39.2628
M3,M308,ACACET,6.1,M,M,29.20985,0.8,3.9,3.1,2.26,2,3.81,7.88,222.9166
M3,M308,ACACET,3.1,,b,7.54385,0.8,3.9,3.1,2.26,2,3.81,7.88,62.3986
M3,M308,ACACET,2.3,,b,4.15265,0.8,3.9,3.1,2.26,2,3.81,7.88,19.5938
M3,M308,ACACET,1.5,M,M,1.76625,0.2,0.45,0.25,0.55,2,0.24,0.04,-23.211
M3,M308,ACACET,11.5,M,M,103.81625,0.8,2.85,2.05,2.9,2,6.26,8.56,511.849
M3,M308,ACACET,10.7,,b,89.87465,0.8,2.85,2.05,2.9,2,6.26,8.56,469.0442
M3,M308,ACACET,6.4,,b,32.1536,0.8,2.85,2.05,2.9,2,6.26,8.56,238.9684
M3,M308,ACACET,5.2,,b,21.2264,0.8,2.85,2.05,2.9,2,6.26,8.56,174.7612
M3,M308,ACACET,1.8,M,M,2.5434,0.45,1.03,0.58,0.75,2,0.44,0.17,-7.1592
M3,M308,ACACET,2.2,M,M,3.7994,0.45,0.95,0.5,0.78,2,0.47,0.16,14.2432
M3,M308,ACACET,3.4,M,M,9.0746,0.5,1.45,0.95,1.61,2,2.03,1.28,78.4504
M3,M308,ACACET,3.2,,b,8.0384,0.5,1.45,0.95,1.61,2,2.03,1.28,67.7492
M3,M308,ACACET,1.4,M,M,1.5386,0.6,1,0.4,0.76,2,0.37,0.1,-28.5616
M3,M308,ACACET,2.2,M,M,3.7994,0.8,1.48,0.68,1.28,2,1.17,0.53,14.2432
M3,M308,ACACET,4.2,M,M,13.8474,0.5,2.04,1.54,1.68,2,2.21,2.27,121.2552
M3,M308,ACACET,6.4,M,M,32.1536,0.8,2.07,1.27,2.19,2,3.76,3.19,238.9684
M3,M308,ACACET,9.7,M,M,73.86065,0.7,2.73,2.03,2.9,2,6.6,8.93,415.5382
M3,M308,ACACET,1.9,M,M,2.83385,0.6,1.05,0.45,0.75,2,0.39,0.12,-1.8086
M3,M308,ACACET,2.5,M,M,4.90625,0.5,1.94,1.44,1.96,2,3,2.88,30.295
M3,M308,ACACET,1.7,,b,2.26865,0.5,1.94,1.44,1.96,2,3,2.88,-12.5098
M3,M308,ACACET,1,,b,0.785,0.5,1.94,1.44,1.96,2,3,2.88,-49.964
M3,M308,ACACET,3.8,M,M,11.3354,0.9,2.5,1.6,2.14,2,3.58,3.82,99.8528
M3,M308,ACACET,3.4,,b,9.0746,0.9,2.5,1.6,2.14,2,3.58,3.82,78.4504
M3,M308,ACACET,6.1,M,M,29.20985,1.1,2.93,1.83,1.64,2,2.1,2.56,222.9166
M3,M308,ACACET,6.3,M,M,31.15665,1.1,2.7,1.6,1.9,2,2.83,3.02,233.6178
M3,M308,ACACET,4.5,M,M,15.89625,0.7,2.23,1.53,1.83,2,2.61,2.66,137.307
M3,M308,ACACET,1.5,,b,1.76625,0.7,2.23,1.53,1.83,2,2.61,2.66,-23.211
M3,M308,ACACET,1.3,,b,1.32665,0.7,2.23,1.53,1.83,2,2.61,2.66,-33.9122
M3,M308,ACACET,2.6,M,M,5.3066,0.95,1.76,0.81,1.83,2,2.61,1.41,35.6456
M3,M308,ACACET,5,M,M,19.625,0.7,1.79,1.09,1.88,2,2.76,2,164.06
M3,M308,ACACET,2.5,,b,4.90625,0.7,1.79,1.09,1.88,2,2.76,2,30.295
M3,M309,ACACET,2.3,M,M,4.15265,0.6,1.59,0.99,2.18,2,3.59,2.37,19.5938
M3,M309,ACACET,2.3,,b,4.15265,0.6,1.59,0.99,2.18,2,3.59,2.37,19.5938
M3,M309,ACACET,5.4,M,M,22.8906,0.8,3.1,2.3,2.56,2,4.83,7.4,185.4624
M3,M309,ACACET,10,M,M,78.5,1.05,3.75,2.7,2.6,2,5.31,9.55,431.59
M3,M309,ACACET,11.6,M,M,105.6296,0.9,3.1,2.2,3.67,2,10.32,15.14,517.1996
M3,M309,ACACET,11.1,M,M,96.71985,1.04,3.53,2.49,3.26,2,8.27,13.73,490.4466
M3,M309,ACACET,7.3,M,M,41.83265,0.63,2.05,1.42,2.3,2,4.15,3.93,287.1238
M3,M309,ACACET,14,M,M,153.86,0.8,4.75,3.95,3.24,2,8.23,21.67,645.614
M3,M309,ACACET,6.5,M,M,33.16625,1.24,3.29,2.05,2.06,2,3.31,4.52,244.319
M3,M309,ACACET,9.2,M,M,66.4424,0.75,5.2,4.45,3.4,2,9.04,26.83,388.7852
M3,M309,ACACET,8.2,M,M,52.7834,0.87,4.2,3.33,2.6,2,5.28,11.71,335.2792
M3,M309,ACACET,3.2,,b,8.0384,0.87,4.2,3.33,2.6,2,5.28,11.71,67.7492
M3,M309,ACACET,12.1,M,M,114.93185,1.2,5.2,4,4.2,2,13.78,36.74,543.9526
M3,M309,ACACET,3.3,,b,8.54865,1.2,5.2,4,4.2,2,13.78,36.74,73.0998
M3,M309,ACACET,3.5,,b,9.61625,1.2,5.2,4,4.2,2,13.78,36.74,83.801
M3,M309,ACACET,22.5,M,M,397.40625,1.22,5.29,4.07,6.2,2,30.05,81.54,1100.415
M3,M309,ACACET,7,M,M,38.465,1.25,3.15,1.9,2.9,2,6.41,8.11,271.072
M3,M309,ACACET,4.2,M,M,13.8474,1.06,2.71,1.65,1.15,2,1.04,1.14,121.2552
M3,M309,ACACET,3.5,M,M,9.61625,0.76,1.52,0.76,0.51,2,0.13,0.07,83.801
M3,M309,ACACET,4.8,M,M,18.0864,0.9,2.97,2.07,1.54,2,1.67,2.31,153.3588
M3,M309,ACACET,11.6,M,M,105.6296,0.9,4.09,3.19,2.8,2,6.12,13.02,517.1996
M3,M309,ACACET,7.4,,b,42.9866,0.9,4.09,3.19,2.8,2,6.12,13.02,292.4744
M3,M309,ACACET,1.5,,b,1.76625,0.9,4.09,3.19,2.8,2,6.12,13.02,-23.211
M3,M309,ACACET,8.9,M,M,62.17985,0.9,3.61,2.71,2.95,2,6.83,12.34,372.7334
M3,M309,ACACET,3.4,,b,9.0746,0.9,3.61,2.71,2.95,2,6.83,12.34,78.4504
M3,M309,ACACET,3.4,,b,9.0746,0.9,3.61,2.71,2.95,2,6.83,12.34,78.4504
M3,M309,ACACET,9.2,M,M,66.4424,0.8,3.71,2.91,1.95,2,2.81,5.45,388.7852
M3,M309,ACACET,5.2,M,M,21.2264,0.6,1.23,0.63,1.24,2,0.95,0.4,174.7612
M3,M309,ACACET,4.9,,b,18.84785,0.6,1.23,0.63,1.24,2,0.95,0.4,158.7094
M3,M309,ACACET,4.6,,b,16.6106,0.6,1.23,0.63,1.24,2,0.95,0.4,142.6576
M3,M309,ACACET,6.3,M,M,31.15665,1.22,3.71,2.49,1.75,2,2.31,3.83,233.6178
M3,M309,ACACET,6.2,M,M,30.1754,1.22,3.44,2.22,1.9,2,2.55,3.78,228.2672
M3,M309,ACACET,6.7,M,M,35.23865,1.1,3.31,2.21,2.5,2,4.78,7.04,255.0202
