ID,language,timestamp,Date,Time,age,location,Firegion,RespSex,HouseHoldSize,ORIG_HouseHoldSize,UnPSunF,PSunF,OatCer,Nuts,Fat,FruBer,Bread,Insects,Pigfat,Game,Fatcakes,Seedmix,OatPorMue,OatSheaf,leftover_fish_pota,NoFood,ORIG_OtherFood,FeedChange_NOchange,FeedChange_YES_started_5y,FeedChange_YES_stopped,FeedChange_YES_more,FeedChange_YES_less,FeedChange_YES_longer,FeedChange_YES_shorter,FeedChange_Change_quality,Conflicting,Check,WhyChange_NoReason,WhyChange_Expenses,WhyChange_MoreBirds,WhyChange_Timing,WhyChange_NewLocation,WhyStop_LackOfTime,WhyStop_NotMaintain,WhyStop_HighFoodConsumption,WhyStop_HighPrice,WhyStop_Neighbours,WhyStop_HousingRules,WhyStop_AuthoritiesRules,WhyStop_BirdWatchers,WhyStop_LackOfSnow,WhyStop_Diseases,WhyStop_Magpies,WhyStop_Cats,WhyStop_Dogs,WhyStop_Ravens,WhyStop_Jackdaws,WhyStop_Jays,WhyStop_Squirrels,WhyStop_Deer,WhyStop_Rats,WhyStop_Woodpeckers,WhyStop_Crows,freeze,snow,AllWinter,ground,summer,OnlyBirds,Birdwatch,CLASS_OpenRespChanges
5348,F,09/03/2021 11.09,09-03-2021,11.09.21,51-60 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Man,1,1,21-40 kg,I do not offer peeled sunflower seeds,over 40 kg,I do not offer nuts,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat agree,I agree,I agree,I disagree,I do not agree or disagree,Rarely or never,0
5349,F,14/03/2021 10.54,14-03-2021,10.54.32,61-70 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Woman,1,1,21-40 kg,I do not offer peeled sunflower seeds,1-20 kg,1-20 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I do not agree or disagree,I agree,I agree,I do not agree or disagree,I do not agree or disagree,Occasionally,NA
5350,F,13/03/2021 22.41,13-03-2021,22.41.57,51-60 years,City/urban area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,1,1,21-40 kg,I do not offer peeled sunflower seeds,1-20 kg,1-20 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I do not agree or disagree,I agree,I do not agree or disagree,I do not agree or disagree,I somewhat agree,Occasionally,0
5351,F,14/03/2021 7.38,14-03-2021,7.38.20,51-60 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,1,1,21-40 kg,I do not offer peeled sunflower seeds,I do not offer oat or other grain,1-20 kg,1-2 sticks or less than 5 fat balls,less than 1 kg,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat disagree,I agree,I disagree,I disagree,I disagree,Occasionally,NA
5352,F,29/01/2021 20.31,29-01-2021,20.31.49,over 70 years,City/urban area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Man,1,1,21-40 kg,1-20 kg,1-20 kg,1-20 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I somewhat agree,I agree,I somewhat agree,I disagree,I somewhat disagree,Regularly,0
5353,F,01/02/2021 10.25,01-02-2021,10.25.29,61-70 years,City/urban area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Man,1,1,21-40 kg,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I somewhat agree,I agree,I disagree,I disagree,I agree,Regularly,NA
5354,F,28/02/2021 8.21,28-02-2021,8.21.30,51-60 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Man,1,1,21-40 kg,1-20 kg,1-20 kg,1-20 kg,1-2 sticks or less than 5 fat balls,less than 1 kg,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I do not agree or disagree,I do not agree or disagree,I agree,I agree,I do not agree or disagree,I do not agree or disagree,Regularly,0
5355,F,28/02/2021 8.41,28-02-2021,8.41.44,61-70 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,1,1,21-40 kg,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,NA,NA,NA,Regularly,0
5356,F,28/02/2021 9.34,28-02-2021,9.34.14,over 70 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,1,1,21-40 kg,I do not offer peeled sunflower seeds,I do not offer oat or other grain,1-20 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I agree,I agree,I disagree,I disagree,I disagree,Regularly,NA
5357,F,28/02/2021 12.14,28-02-2021,12.14.32,61-70 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Man,1,1,21-40 kg,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat disagree,I disagree,I agree,I disagree,I disagree,I agree,Occasionally,0
5358,F,28/02/2021 20.08,28-02-2021,20.08.51,41-50 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Man,1,1,21-40 kg,21-40 kg,1-20 kg,1-20 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I do not agree or disagree,I agree,I somewhat agree,I disagree,I somewhat disagree,Regularly,NA
5359,F,01/03/2021 15.41,01-03-2021,15.41.40,51-60 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,1,1,21-40 kg,I do not offer peeled sunflower seeds,1-20 kg,1-20 kg,over 5 sticks or over 20 fat balls,1-2 kg,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I disagree,I agree,I disagree,I disagree,I disagree,Regularly,2
5360,F,01/03/2021 17.12,01-03-2021,17.12.43,61-70 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,1,1,21-40 kg,1-20 kg,1-20 kg,1-20 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I disagree,I agree,I agree,I disagree,I disagree,Occasionally,0
5361,F,02/03/2021 7.14,02-03-2021,7.14.23,51-60 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,1,1,21-40 kg,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I do not agree or disagree,I agree,I do not agree or disagree,I do not agree or disagree,I do not agree or disagree,Rarely or never,0
5362,F,04/03/2021 19.18,04-03-2021,19.18.02,41-50 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,1,1,21-40 kg,I do not offer peeled sunflower seeds,1-20 kg,1-20 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I do not agree or disagree,I agree,I do not agree or disagree,I do not agree or disagree,I do not agree or disagree,Occasionally,0
5363,F,06/03/2021 20.29,06-03-2021,20.29.58,over 70 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Other,1,1,21-40 kg,I do not offer peeled sunflower seeds,1-20 kg,1-20 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,1-2 breads,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I somewhat agree,I agree,I agree,I disagree,I agree,Rarely or never,2
5364,F,13/03/2021 20.57,13-03-2021,20.57.42,over 70 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,1,1,21-40 kg,I do not offer peeled sunflower seeds,1-20 kg,1-20 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,1-2 breads,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I disagree,I disagree,I agree,I disagree,I disagree,I disagree,Rarely or never,2
5365,F,13/03/2021 21.08,13-03-2021,21.08.00,over 70 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Man,1,1,21-40 kg,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I disagree,I disagree,I agree,I disagree,I disagree,I somewhat disagree,Occasionally,NA
5366,F,13/03/2021 21.16,13-03-2021,21.16.56,61-70 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,1,1,21-40 kg,1-20 kg,I do not offer oat or other grain,1-20 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,NA,I agree,NA,NA,I somewhat agree,Occasionally,2
5367,F,13/03/2021 21.36,13-03-2021,21.36.05,51-60 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Man,1,1,21-40 kg,1-20 kg,I do not offer oat or other grain,1-20 kg,1-2 sticks or less than 5 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat disagree,I agree,I somewhat disagree,I somewhat disagree,I do not agree or disagree,Regularly,0
5368,F,13/03/2021 22.15,13-03-2021,22.15.56,51-60 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Man,1,1,21-40 kg,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat agree,I agree,I do not agree or disagree,I do not agree or disagree,I do not agree or disagree,Occasionally,0
5369,F,13/03/2021 23.02,13-03-2021,23.02.42,51-60 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,1,1,21-40 kg,I do not offer peeled sunflower seeds,1-20 kg,I do not offer nuts,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat disagree,I agree,I agree,I disagree,I disagree,Occasionally,0
5370,F,13/03/2021 23.20,13-03-2021,23.20.45,51-60 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,1,1,21-40 kg,I do not offer peeled sunflower seeds,1-20 kg,1-20 kg,over 5 sticks or over 20 fat balls,less than 1 kg,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat disagree,I disagree,I agree,I agree,I disagree,I disagree,Regularly,NA
5371,F,14/03/2021 5.49,14-03-2021,5.49.06,over 70 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,1,1,21-40 kg,NA,NA,1-20 kg,over 5 sticks or over 20 fat balls,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat disagree,I disagree,I agree,I agree,NA,I disagree,Regularly,NA
5372,F,14/03/2021 6.04,14-03-2021,6.04.22,over 70 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,1,1,21-40 kg,NA,NA,1-20 kg,over 5 sticks or over 20 fat balls,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat disagree,I disagree,I agree,I agree,I disagree,I disagree,Regularly,NA
5373,F,14/03/2021 7.01,14-03-2021,7.01.53,31-40 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Man,1,1,21-40 kg,I do not offer peeled sunflower seeds,over 40 kg,I do not offer nuts,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat disagree,I agree,I disagree,I disagree,I somewhat disagree,Regularly,NA
5374,F,14/03/2021 7.13,14-03-2021,7.13.26,61-70 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,1,1,21-40 kg,I do not offer peeled sunflower seeds,1-20 kg,I do not offer nuts,1-2 sticks or less than 5 fat balls,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I somewhat agree,I agree,I agree,NA,I agree,Occasionally,NA
5375,F,14/03/2021 8.05,14-03-2021,8.05.05,61-70 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Man,1,1,21-40 kg,I do not offer peeled sunflower seeds,I do not offer oat or other grain,1-20 kg,3-5 sticks or 5-20 fat balls,less than 1 kg,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I do not agree or disagree,I do not agree or disagree,I agree,I somewhat agree,I do not agree or disagree,I do not agree or disagree,Occasionally,0
5376,F,14/03/2021 8.32,14-03-2021,8.32.55,over 70 years,City/urban area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,1,1,21-40 kg,I do not offer peeled sunflower seeds,1-20 kg,1-20 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I somewhat agree,I agree,I disagree,I disagree,I somewhat disagree,Regularly,NA
5377,F,14/03/2021 9.03,14-03-2021,9.03.19,61-70 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Man,1,1,21-40 kg,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat disagree,I agree,I agree,I disagree,I agree,Regularly,2
5378,F,14/03/2021 9.46,14-03-2021,9.46.14,over 70 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Man,1,1,21-40 kg,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,I do not offer fat or tallow,I do not offer berries or fruits,1-2 breads,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat agree,I agree,I somewhat disagree,I disagree,I do not agree or disagree,Occasionally,0
5379,F,14/03/2021 10.03,14-03-2021,10.03.29,61-70 years,City/urban area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,1,1,21-40 kg,1-20 kg,1-20 kg,I do not offer nuts,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat agree,I somewhat agree,I disagree,I disagree,I somewhat disagree,Occasionally,2
5380,F,14/03/2021 10.27,14-03-2021,10.27.31,over 70 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Man,1,1,21-40 kg,I do not offer peeled sunflower seeds,1-20 kg,I do not offer nuts,I do not offer fat or tallow,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I somewhat agree,I agree,I agree,NA,I disagree,Rarely or never,NA
5381,F,14/03/2021 11.13,14-03-2021,11.13.33,over 70 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,1,1,21-40 kg,21-40 kg,over 40 kg,NA,over 5 sticks or over 20 fat balls,NA,3-5 breads,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,NA,I agree,I agree,NA,NA,Occasionally,0
5382,F,14/03/2021 12.56,14-03-2021,12.56.34,over 70 years,City/urban area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,1,1,21-40 kg,I do not offer peeled sunflower seeds,21-40 kg,I do not offer nuts,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat disagree,I agree,I disagree,I disagree,I somewhat disagree,Occasionally,NA
5383,F,14/03/2021 14.07,14-03-2021,14.07.49,51-60 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Man,1,1,21-40 kg,1-20 kg,I do not offer oat or other grain,I do not offer nuts,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I agree,I agree,I do not agree or disagree,I do not agree or disagree,I do not agree or disagree,Occasionally,NA
5384,F,14/03/2021 14.16,14-03-2021,14.16.47,over 70 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,1,1,21-40 kg,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I disagree,I disagree,I agree,I somewhat agree,I disagree,I somewhat agree,Occasionally,0
5385,F,14/03/2021 17.51,14-03-2021,17.51.30,21-30 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Man,1,1,21-40 kg,1-20 kg,NA,1-20 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I disagree,I agree,I disagree,I disagree,I somewhat disagree,Regularly,2
5386,F,14/03/2021 20.25,14-03-2021,20.25.35,61-70 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,1,1,21-40 kg,I do not offer peeled sunflower seeds,I do not offer oat or other grain,21-40 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat disagree,I agree,I disagree,I disagree,I agree,Occasionally,NA
